iter	Passed	Remaining
206	523	2007
207	526	2006
208	528	2001
209	530	1996
210	543	2032
211	545	2029
212	548	2027
213	550	2020
214	551	2015
215	554	2014
216	556	2008
217	561	2015
218	564	2012
219	566	2007
220	568	2002
221	570	1998
222	571	1992
223	577	1999
224	580	1998
225	581	1992
226	583	1987
227	585	1982
228	587	1978
229	590	1977
230	595	1983
231	598	1981
232	601	1979
233	608	1992
234	611	1991
235	614	1987
236	616	1985
237	620	1985
238	622	1982
239	625	1980
240	628	1979
241	630	1974
242	632	1971
243	636	1972
244	644	1985
245	646	1981
246	648	1976
247	650	1972
248	652	1968
249	655	1965
250	656	1960
251	660	1959
252	661	1954
253	664	1951
254	666	1947
255	669	1944
256	676	1955
257	677	1949
258	680	1945
259	682	1943
260	685	1940
261	687	1937
262	690	1934
263	692	1931
264	696	1930
265	697	1925
266	699	1920
267	702	1918
268	704	1915
269	706	1910
270	711	1914
271	713	1910
272	716	1908
273	720	1908
274	723	1907
275	726	1906
276	729	1903
277	731	1898
278	740	1914
279	742	1908
280	744	1904
281	745	1899
282	747	1894
283	756	1906
284	758	1902
285	760	1899
286	764	1898
287	766	1893
288	767	1888
289	770	1886
290	773	1884
291	775	1881
292	777	1876
293	780	1873
294	782	1870
295	790	1879
296	793	1877
297	795	1873
298	799	1873
299	803	1873
300	807	1875
301	810	1873
302	816	1878
303	818	1874
304	822	1874
305	825	1872
306	829	1872
307	833	1872
308	835	1867
309	836	1862
310	838	1857
311	841	1855
312	845	1854
313	846	1849
314	848	1846
315	850	1841
316	852	1836
317	858	1842
318	861	1838
319	862	1833
320	865	1831
321	870	1832
322	872	1829
323	874	1824
324	877	1821
325	878	1816
326	880	1812
327	886	1816
328	888	1812
329	892	1812
330	894	1808
331	897	1806
332	900	1804
333	903	1801
334	905	1797
335	907	1793
336	912	1794
337	914	1790
338	916	1787
339	919	1784
340	922	1782
341	926	1783
342	929	1779
343	930	1774
344	932	1769
345	935	1768
346	937	1763
347	942	1766
348	945	1762
349	947	1758
350	949	1756
351	952	1754
352	956	1753
353	959	1750
354	961	1746
355	963	1742
356	966	1740
357	968	1736
358	977	1745
359	979	1741
360	984	1742
361	987	1740
362	989	1736
363	993	1735
364	995	1731
365	1004	1740
366	1009	1741
367	1013	1740
368	1018	1741
369	1020	1737
370	1022	1732
371	1024	1729
372	1027	1726
373	1029	1723
374	1038	1730
375	1041	1728
376	1046	1729
377	1048	1724
378	1051	1722
379	1053	1719
380	1058	1719
381	1062	1719
382	1068	1720
383	1070	1716
384	1072	1713
385	1074	1709
386	1085	1719
387	1087	1715
388	1090	1712
389	1091	1707
390	1094	1704
391	1098	1704
392	1101	1701
393	1104	1699
394	1106	1694
395	1109	1691
396	1112	1689
397	1118	1692
398	1120	1688
399	1122	1683
400	1124	1679
401	1126	1675
402	1129	1672
403	1132	1670
404	1135	1667
405	1137	1663
406	1139	1659
407	1140	1655
408	1147	1658
409	1149	1654
410	1153	1652
411	1156	1650
412	1158	1646
413	1162	1645
414	1164	1641
415	1167	1638
416	1169	1635
417	1171	1630
418	1177	1632
419	1180	1629
420	1184	1628
421	1186	1624
422	1189	1622
423	1193	1621
424	1199	1622
425	1201	1618
426	1203	1614
427	1205	1611
428	1212	1613
429	1214	1610
430	1216	1605
431	1218	1602
432	1220	1598
433	1222	1594
434	1227	1594
435	1230	1591
436	1232	1587
437	1234	1583
438	1236	1579
439	1238	1576
440	1241	1573
441	1243	1569
442	1245	1565
443	1247	1561
444	1248	1557
445	1251	1554
446	1252	1549
447	1254	1545
448	1259	1545
449	1263	1544
450	1266	1541
451	1268	1537
452	1269	1533
453	1272	1529
454	1274	1526
455	1278	1524
456	1280	1520
457	1282	1517
458	1284	1513
459	1286	1510
460	1291	1510
461	1294	1507
462	1298	1505
463	1300	1502
464	1302	1498
465	1305	1496
466	1307	1492
467	1310	1490
468	1315	1489
469	1318	1486
470	1320	1483
471	1322	1479
472	1324	1476
473	1326	1471
474	1328	1467
475	1331	1465
476	1334	1462
477	1337	1460
478	1339	1457
479	1341	1453
480	1343	1449
481	1345	1445
482	1350	1445
483	1353	1442
484	1355	1439
485	1358	1436
486	1360	1432
487	1362	1429
488	1364	1426
489	1367	1423
490	1369	1419
491	1371	1416
492	1374	1413
493	1375	1409
494	1378	1406
495	1386	1408
496	1392	1408
497	1394	1405
498	1399	1405
499	1402	1402
500	1407	1401
501	1408	1397
502	1412	1395
503	1421	1399
504	1424	1395
505	1427	1393
506	1438	1398
507	1442	1396
508	1445	1394
509	1449	1392
510	1452	1389
511	1454	1386
512	1457	1383
513	1459	1380
514	1466	1380
515	1469	1377
516	1470	1374
517	1473	1371
518	1477	1369
519	1480	1366
520	1482	1362
521	1484	1358
522	1485	1355
523	1489	1352
524	1491	1349
525	1494	1346
526	1497	1344
527	1499	1340
528	1501	1336
529	1503	1332
530	1505	1329
531	1509	1327
532	1511	1324
533	1513	1320
534	1515	1317
535	1517	1313
536	1520	1311
537	1525	1309
538	1528	1307
539	1532	1305
540	1537	1304
541	1538	1300
542	1541	1297
543	1545	1295
544	1547	1291
545	1549	1288
546	1552	1285
547	1554	1281
548	1556	1278
549	1561	1277
550	1564	1274
551	1571	1275
552	1574	1272
553	1576	1269
554	1581	1267
555	1591	1271
556	1593	1267
557	1602	1269
558	1608	1268
559	1610	1265
560	1615	1263
561	1623	1265
562	1625	1261
563	1630	1260
564	1637	1260
565	1639	1257
566	1643	1254
567	1647	1252
568	1650	1249
569	1653	1247
570	1656	1244
571	1658	1240
572	1660	1237
573	1663	1234
574	1666	1231
575	1669	1228
576	1673	1226
577	1675	1223
578	1677	1219
579	1681	1217
580	1683	1214
581	1685	1210
582	1688	1207
583	1689	1203
584	1690	1199
585	1693	1196
586	1695	1193
587	1699	1190
588	1700	1186
589	1702	1182
590	1703	1179
591	1706	1175
592	1708	1172
593	1711	1170
594	1713	1166
595	1715	1163
596	1717	1159
597	1723	1158
598	1725	1155
599	1727	1151
600	1729	1148
601	1731	1144
602	1733	1141
603	1736	1138
604	1739	1135
605	1740	1131
606	1742	1128
607	1743	1124
608	1745	1120
609	1747	1117
610	1749	1113
611	1755	1112
612	1757	1109
613	1760	1106
614	1762	1103
615	1764	1099
616	1770	1098
617	1773	1095
618	1774	1092
619	1776	1089
620	1786	1090
621	1789	1087
622	1791	1084
623	1795	1081
624	1797	1078
625	1800	1075
626	1801	1071
627	1803	1068
628	1805	1064
629	1806	1061
630	1810	1058
631	1814	1056
632	1816	1053
633	1818	1049
634	1820	1046
635	1822	1042
636	1824	1039
637	1827	1037
638	1829	1033
639	1831	1029
640	1832	1026
641	1833	1022
642	1835	1019
643	1837	1015
644	1838	1012
645	1843	1010
646	1846	1007
647	1848	1003
648	1849	1000
649	1852	997
650	1854	994
651	1857	991
652	1859	987
653	1861	984
654	1863	981
655	1865	978
656	1867	975
657	1872	973
658	1874	970
659	1878	967
660	1879	964
661	1881	960
662	1883	957
663	1885	953
664	1887	950
665	1889	947
666	1891	944
667	1893	941
668	1895	937
669	1897	934
670	1899	931
671	1903	929
672	1906	926
673	1908	923
674	1910	919
675	1912	916
676	1914	913
677	1916	910
678	1917	906
679	1920	903
680	1922	900
681	1924	897
682	1927	894
683	1930	891
684	1933	889
685	1936	886
686	1938	883
687	1940	879
688	1943	877
689	1947	874
690	1948	871
691	1953	869
692	1959	867
693	1961	865
694	1963	861
695	1965	858
696	1971	856
697	1973	854
698	1975	850
699	1977	847
700	1979	844
701	1981	840
702	1983	837
703	1987	835
704	1989	832
705	1991	829
706	1994	826
707	1995	823
708	1997	819
709	2004	818
710	2006	815
711	2007	812
712	2010	809
713	2012	806
714	2014	803
715	2017	800
716	2019	797
717	2022	794
718	2024	791
719	2027	788
720	2028	785
721	2030	781
722	2032	778
723	2036	776
724	2038	773
725	2041	770
726	2044	767
727	2045	764
728	2047	761
729	2049	758
730	2052	755
731	2054	752
732	2057	749
733	2059	746
734	2061	743
735	2063	740
736	2066	737
737	2073	736
738	2075	733
739	2077	729
740	2081	727
741	2085	725
742	2088	722
743	2091	719
744	2092	716
745	2094	713
746	2096	710
747	2098	706
748	2103	704
749	2105	701
750	2108	699
751	2110	695
752	2112	692
753	2114	689
754	2117	687
755	2121	684
756	2123	681
757	2124	678
758	2128	676
759	2132	673
760	2134	670
761	2137	667
762	2138	664
763	2140	661
764	2142	658
765	2145	655
766	2148	652
767	2150	649
768	2153	646
769	2155	643
770	2158	640
771	2163	638
772	2166	636
773	2168	633
774	2169	629
775	2172	627
776	2174	624
777	2178	621
778	2180	618
779	2182	615
780	2184	612
781	2186	609
782	2188	606
783	2191	603
784	2196	601
785	2198	598
786	2200	595
787	2202	592
788	2204	589
789	2206	586
790	2207	583
791	2209	580
792	2211	577
793	2213	574
794	2215	571
795	2219	568
796	2223	566
797	2227	563
798	2231	561
799	2233	558
800	2235	555
801	2238	552
802	2240	549
803	2244	547
804	2247	544
805	2249	541
806	2250	538
807	2252	535
808	2255	532
809	2256	529
810	2259	526
811	2262	523
812	2266	521
813	2267	518
814	2269	515
815	2272	512
816	2274	509
817	2280	507
818	2281	504
819	2283	501
820	2285	498
821	2287	495
822	2288	492
823	2291	489
824	2294	486
825	2296	483
826	2298	480
827	2300	477
828	2307	475
829	2309	473
830	2311	470
831	2313	467
832	2314	464
833	2316	461
834	2318	458
835	2322	455
836	2323	452
837	2325	449
838	2327	446
839	2329	443
840	2330	440
841	2333	437
842	2339	435
843	2343	433
844	2344	430
845	2346	427
846	2348	424
847	2350	421
848	2354	418
849	2358	416
850	2361	413
851	2363	410
852	2365	407
853	2368	404
854	2371	402
855	2373	399
856	2376	396
857	2378	393
858	2381	390
859	2382	387
860	2384	384
861	2386	382
862	2388	379
863	2390	376
864	2393	373
865	2396	370
866	2399	368
867	2400	365
868	2404	362
869	2406	359
870	2409	356
871	2411	354
872	2413	351
873	2415	348
874	2416	345
875	2418	342
876	2420	339
877	2422	336
878	2428	334
879	2430	331
880	2432	328
881	2436	325
882	2438	323
883	2441	320
884	2442	317
885	2444	314
886	2446	311
887	2450	309
888	2452	306
889	2455	303
890	2457	300
891	2459	297
892	2461	294
893	2463	292
894	2465	289
895	2467	286
896	2470	283
897	2472	280
898	2474	277
899	2477	275
900	2478	272
901	2480	269
902	2484	266
903	2487	264
904	2489	261
905	2491	258
906	2498	256
907	2500	253
908	2502	250
909	2504	247
910	2505	244
911	2508	242
912	2510	239
913	2511	236
914	2514	233
915	2515	230
916	2518	227
917	2520	225
918	2522	222
919	2525	219
920	2527	216
921	2529	213
922	2531	211
923	2534	208
924	2536	205
925	2540	202
926	2543	200
927	2545	197
928	2547	194
929	2549	191
930	2553	189
931	2557	186
932	2559	183
933	2562	181
934	2567	178
935	2568	175
936	2570	172
937	2573	170
938	2575	167
939	2578	164
940	2581	161
941	2584	159
942	2585	156
943	2590	153
944	2593	150
945	2595	148
946	2597	145
947	2599	142
948	2601	139
949	2604	137
950	2607	134
951	2610	131
952	2611	128
953	2617	126
954	2621	123
955	2623	120
956	2624	117
957	2626	115
958	2628	112
959	2630	109
960	2633	106
961	2635	104
962	2637	101
963	2639	98
964	2641	95
965	2642	93
966	2644	90
967	2650	87
968	2652	84
969	2654	82
970	2657	79
971	2658	76
972	2660	73
973	2662	71
974	2664	68
975	2668	65
976	2670	62
977	2672	60
978	2674	57
979	2675	54
980	2682	51
981	2684	49
982	2686	46
983	2688	43
984	2690	40
985	2693	38
986	2695	35
987	2696	32
988	2699	30
989	2702	27
990	2703	24
991	2705	21
992	2707	19
993	2709	16
994	2712	13
995	2716	10
996	2718	8
997	2722	5
998	2724	2
999	2726	0
