iter	Passed	Remaining
238	9207	27315
239	9264	27329
240	9315	27329
241	9351	27282
242	9394	27254
243	9433	27218
244	9480	27204
245	9528	27190
246	9575	27176
247	9632	27189
248	9691	27206
249	9743	27202
250	9798	27208
251	9846	27196
252	9909	27222
253	9956	27204
254	10008	27199
255	10073	27229
256	10126	27227
257	10172	27205
258	10206	27152
259	10242	27104
260	10283	27067
261	10327	27041
262	10383	27043
263	10433	27033
264	10477	27005
265	10520	26974
266	10555	26923
267	10594	26881
268	10637	26851
269	10675	26807
270	10708	26751
271	10741	26696
272	10772	26634
273	10801	26570
274	10831	26508
275	10861	26445
276	10890	26381
277	10920	26319
278	10952	26262
279	10982	26200
280	11010	26135
281	11042	26078
282	11072	26018
283	11102	25958
284	11135	25905
285	11167	25848
286	11197	25789
287	11227	25730
288	11261	25679
289	11293	25623
290	11322	25564
291	11356	25513
292	11389	25461
293	11419	25402
294	11448	25342
295	11483	25293
296	11516	25244
297	11550	25193
298	11581	25139
299	11612	25083
300	11642	25026
301	11671	24966
302	11702	24911
303	11732	24855
304	11765	24804
305	11797	24751
306	11832	24705
307	11860	24646
308	11890	24589
309	11921	24535
310	11953	24483
311	11986	24434
312	12018	24383
313	12051	24332
314	12084	24284
315	12119	24238
316	12153	24191
317	12183	24137
318	12215	24085
319	12249	24038
320	12286	23999
321	12316	23944
322	12324	23846
323	12354	23794
324	12383	23737
325	12416	23690
326	12445	23635
327	12476	23584
328	12508	23534
329	12538	23481
330	12569	23429
331	12601	23381
332	12632	23330
333	12663	23279
334	12691	23222
335	12721	23171
336	12752	23121
337	12782	23068
338	12814	23020
339	12853	22985
340	12884	22935
341	12914	22884
342	12947	22836
343	12979	22789
344	13010	22740
345	13043	22694
346	13077	22649
347	13110	22604
348	13144	22559
349	13175	22511
350	13208	22466
351	13240	22418
352	13271	22369
353	13301	22320
354	13332	22271
355	13359	22215
356	13392	22171
357	13420	22117
358	13477	22112
359	13516	22076
360	13551	22035
361	13585	21991
362	13619	21949
363	13651	21901
364	13681	21852
365	13709	21800
366	13745	21760
367	13776	21712
368	13804	21660
369	13843	21625
370	13881	21588
371	13919	21552
372	13953	21509
373	13988	21468
374	14025	21431
375	14061	21391
376	14093	21345
377	14129	21305
378	14169	21273
379	14215	21247
380	14246	21201
381	14274	21150
382	14305	21103
383	14337	21058
384	14369	21013
385	14397	20961
386	14427	20914
387	14459	20869
388	14489	20821
389	14519	20773
390	14553	20731
391	14590	20694
392	14623	20651
393	14659	20612
394	14692	20570
395	14726	20527
396	14754	20478
397	14793	20443
398	14828	20403
399	14863	20362
400	14898	20322
401	14935	20285
402	14971	20246
403	15003	20202
404	15035	20158
405	15064	20111
406	15098	20069
407	15135	20032
408	15169	19990
409	15201	19946
410	15231	19901
411	15248	19837
412	15276	19789
413	15311	19749
414	15343	19706
415	15370	19656
416	15404	19615
417	15435	19571
418	15466	19527
419	15500	19486
420	15532	19443
421	15562	19397
422	15603	19365
423	15635	19323
424	15669	19282
425	15703	19242
426	15737	19202
427	15768	19158
428	15799	19113
429	15830	19069
430	15859	19023
431	15890	18980
432	15921	18936
433	15952	18893
434	15983	18849
435	16014	18806
436	16043	18760
437	16074	18717
438	16103	18670
439	16139	18633
440	16168	18587
441	16199	18545
442	16231	18503
443	16261	18458
444	16291	18415
445	16320	18370
446	16352	18327
447	16384	18286
448	16418	18247
449	16450	18205
450	16481	18162
451	16512	18119
452	16540	18074
453	16571	18031
454	16602	17989
455	16635	17949
456	16672	17912
457	16704	17871
458	16736	17830
459	16770	17790
460	16799	17746
461	16830	17705
462	16860	17661
463	16893	17621
464	16923	17578
465	16951	17533
466	16981	17490
467	17012	17448
468	17041	17404
469	17071	17362
470	17101	17319
471	17133	17278
472	17166	17239
473	17203	17203
474	17232	17159
475	17261	17116
476	17290	17073
477	17328	17038
478	17356	16994
479	17386	16951
480	17417	16910
481	17447	16868
482	17475	16824
483	17506	16783
484	17534	16739
485	17567	16699
486	17599	16660
487	17627	16616
488	17660	16576
489	17692	16536
490	17721	16494
491	17752	16453
492	17785	16414
493	17814	16371
494	17846	16332
495	17877	16291
496	17906	16249
497	17937	16208
498	17966	16166
499	18008	16135
500	18036	16092
501	18066	16051
502	18099	16012
503	18131	15972
504	18161	15931
505	18193	15892
506	18229	15856
507	18263	15818
508	18293	15777
509	18322	15736
510	18352	15694
511	18384	15655
512	18413	15613
513	18444	15574
514	18474	15532
515	18504	15491
516	18531	15448
517	18562	15408
518	18591	15367
519	18621	15327
520	18653	15287
521	18683	15247
522	18713	15207
523	18742	15165
524	18781	15132
525	18813	15093
526	18843	15053
527	18872	15012
528	18903	14972
529	18935	14934
530	18969	14896
531	19002	14859
532	19031	14818
533	19062	14778
534	19090	14737
535	19128	14703
536	19165	14668
537	19197	14630
538	19227	14590
539	19261	14553
540	19293	14514
541	19326	14476
542	19365	14443
543	19402	14408
544	19440	14375
545	19474	14338
546	19506	14300
547	19538	14261
548	19571	14224
549	19602	14185
550	19630	14144
551	19662	14105
552	19693	14066
553	19725	14028
554	19756	13990
555	19788	13951
556	19819	13912
557	19849	13872
558	19877	13832
559	19910	13794
560	19942	13756
561	19972	13717
562	20004	13680
563	20036	13641
564	20064	13601
565	20097	13564
566	20131	13527
567	20160	13487
568	20191	13449
569	20221	13409
570	20252	13371
571	20282	13332
572	20314	13295
573	20352	13260
574	20383	13222
575	20413	13184
576	20443	13144
577	20473	13105
578	20503	13067
579	20534	13028
580	20561	12988
581	20591	12949
582	20620	12910
583	20654	12873
584	20686	12836
585	20719	12799
586	20754	12763
587	20789	12728
588	20820	12690
589	20849	12650
590	20878	12611
591	20911	12575
592	20939	12535
593	20974	12499
594	21008	12463
595	21032	12421
596	21065	12385
597	21095	12346
598	21126	12308
599	21157	12271
600	21188	12233
601	21217	12195
602	21249	12157
603	21281	12120
604	21310	12082
605	21341	12044
606	21372	12006
607	21401	11967
608	21431	11929
609	21461	11891
610	21492	11854
611	21523	11816
612	21552	11778
613	21580	11738
614	21610	11701
615	21642	11664
616	21675	11628
617	21707	11591
618	21736	11553
619	21767	11515
620	21796	11477
621	21826	11439
622	21854	11400
623	21886	11364
624	21917	11327
625	21947	11289
626	21977	11251
627	22007	11213
628	22038	11176
629	22067	11138
630	22095	11100
631	22124	11062
632	22153	11024
633	22183	10986
634	22211	10948
635	22241	10911
636	22272	10873
637	22300	10835
638	22330	10798
639	22359	10760
640	22388	10722
641	22420	10686
642	22448	10648
643	22482	10613
644	22512	10575
645	22546	10540
646	22583	10506
647	22615	10470
648	22647	10433
649	22678	10397
650	22709	10360
651	22739	10323
652	22768	10285
653	22798	10248
654	22829	10212
655	22858	10174
656	22888	10137
657	22918	10100
658	22948	10063
659	22980	10027
660	23009	9990
661	23044	9955
662	23074	9918
663	23104	9882
664	23136	9846
665	23165	9809
666	23196	9772
667	23228	9736
668	23258	9699
669	23293	9665
670	23323	9628
671	23356	9593
672	23389	9557
673	23425	9522
674	23459	9488
675	23491	9452
676	23520	9415
677	23550	9378
678	23581	9342
679	23614	9306
680	23645	9270
681	23674	9233
682	23707	9198
683	23743	9164
684	23785	9132
685	23825	9099
686	23865	9066
687	23906	9034
688	23945	9001
689	23981	8967
690	24015	8931
691	24050	8897
692	24083	8861
693	24115	8826
694	24148	8790
695	24180	8755
696	24213	8719
697	24245	8683
698	24278	8648
699	24309	8612
700	24347	8578
701	24380	8543
702	24410	8507
703	24440	8470
704	24471	8434
705	24503	8399
706	24533	8362
707	24562	8326
708	24593	8290
709	24623	8254
710	24652	8217
711	24685	8182
712	24718	8147
713	24752	8112
714	24782	8075
715	24812	8039
716	24838	8002
717	24868	7966
718	24899	7930
719	24934	7895
720	24960	7858
721	24991	7822
722	25017	7785
723	25048	7749
724	25081	7714
725	25113	7679
726	25144	7643
727	25173	7607
728	25202	7571
729	25233	7535
730	25264	7499
731	25295	7464
732	25325	7428
733	25354	7392
734	25390	7357
735	25421	7322
736	25455	7287
737	25486	7252
738	25518	7216
739	25549	7181
740	25579	7145
741	25610	7110
742	25642	7074
743	25672	7039
744	25701	7003
745	25731	6967
746	25759	6931
747	25788	6895
748	25818	6859
749	25848	6824
750	25877	6788
751	25906	6752
752	25938	6717
753	25967	6681
754	25999	6646
755	26029	6610
756	26058	6574
757	26095	6541
758	26129	6506
759	26162	6471
760	26191	6436
761	26220	6400
762	26249	6364
763	26284	6330
764	26315	6295
765	26343	6259
766	26377	6224
767	26408	6189
768	26439	6154
769	26469	6118
770	26504	6084
771	26533	6049
772	26563	6013
773	26592	5978
774	26623	5943
775	26654	5908
776	26684	5872
777	26715	5837
778	26745	5802
779	26775	5767
780	26803	5731
781	26834	5696
782	26866	5661
783	26899	5626
784	26927	5591
785	26957	5556
786	26986	5520
787	27020	5486
788	27051	5451
789	27082	5416
790	27112	5381
791	27144	5346
792	27181	5312
793	27207	5277
794	27239	5242
795	27270	5207
796	27303	5172
797	27330	5137
798	27361	5102
799	27391	5067
800	27425	5033
801	27456	4998
802	27484	4963
803	27515	4928
804	27546	4893
805	27577	4858
806	27610	4824
807	27641	4789
808	27671	4754
809	27702	4719
810	27730	4684
811	27761	4649
812	27792	4614
813	27822	4580
814	27855	4545
815	27883	4510
816	27916	4476
817	27950	4441
818	27983	4407
819	28016	4373
820	28048	4338
821	28083	4304
822	28113	4269
823	28147	4235
824	28178	4201
825	28207	4166
826	28239	4131
827	28270	4097
828	28303	4062
829	28337	4028
830	28375	3995
831	28412	3961
832	28444	3926
833	28473	3892
834	28505	3857
835	28538	3823
836	28568	3788
837	28599	3754
838	28630	3719
839	28660	3684
840	28692	3650
841	28723	3616
842	28753	3581
843	28783	3546
844	28812	3512
845	28843	3477
846	28873	3442
847	28904	3408
848	28932	3373
849	28966	3339
850	28998	3305
851	29028	3270
852	29057	3236
853	29087	3201
854	29120	3167
855	29153	3133
856	29181	3098
857	29217	3064
858	29248	3030
859	29278	2995
860	29308	2961
861	29339	2927
862	29369	2892
863	29400	2858
864	29431	2824
865	29460	2789
866	29491	2755
867	29523	2721
868	29551	2686
869	29581	2652
870	29610	2617
871	29642	2583
872	29673	2549
873	29703	2514
874	29739	2481
875	29772	2447
876	29801	2412
877	29832	2378
878	29868	2344
879	29897	2310
880	29924	2275
881	29958	2241
882	29991	2207
883	30018	2173
884	30048	2139
885	30077	2104
886	30106	2070
887	30134	2036
888	30165	2001
889	30196	1967
890	30226	1933
891	30256	1899
892	30288	1865
893	30316	1831
894	30344	1796
895	30372	1762
896	30402	1728
897	30434	1694
898	30465	1660
899	30494	1626
900	30523	1592
901	30553	1558
902	30582	1524
903	30614	1490
904	30654	1456
905	30696	1423
906	30734	1389
907	30768	1355
908	30799	1321
909	30830	1287
910	30861	1253
911	30892	1219
912	30924	1185
913	30958	1151
914	30991	1117
915	31022	1083
916	31055	1049
917	31088	1015
918	31119	982
919	31148	947
920	31180	914
921	31214	880
922	31244	846
923	31276	812
924	31307	778
925	31336	744
926	31365	710
927	31392	676
928	31426	642
929	31457	608
930	31486	574
931	31520	541
932	31553	507
933	31583	473
934	31614	439
935	31645	405
936	31677	371
937	31706	338
938	31737	304
939	31764	270
940	31794	236
941	31827	202
942	31859	168
943	31889	135
944	31923	101
945	31954	67
946	31988	33
947	32015	0
